StudentID,Name,Age,Email,Department,GPA,GraduationYear
56519,Brittany Farmer,24,brittany.farmer479@gmail.com,Chemistry,3.14,2029
83596,Willie Perez,20,willie.perez45@hotmail.com,Computer Science,3.2,2028
56345,Allison Simmons,19,allison.simmons67@gmail.com,Computer Science,3.0,2029
35076,Christopher Patterson,20,christopher.patterson659@gmail.com,Chemistry,2.92,2025
16286,Shannon Rogers,19,shannon.rogers125@university.edu,Chemistry,3.6,2028
81458,Antonio Walton,19,antonio.walton543@university.edu,Mathematics,2.37,2029
3406,Jonathan Blanchard,25,jonathanfoster@sanchez.com,Computer Science,2.06,2026
12858,Kelsey Lewis,24,kelsey.lewis876@hotmail.com,Physics,2.89,2026
86954,Vicki Barrera,21,vicki.barrera712@university.edu,Physics,3.44,2025
94836,Michael Henry,25,michael.henry117@gmail.com,Mathematics,3.33,2025
49704,Elizabeth French,25,elizabeth.french850@hotmail.com,Physics,2.75,2026
23260,Jamie Johnson,18,jamie.johnson957@yahoo.com,Mathematics,2.19,2024
71047,Terry Barajas,21,terry.barajas874@hotmail.com,Computer Science,3.41,2024
17675,Mr. Reginald Roman,25,mr..reginald.roman718@yahoo.com,Biology,2.22,2027
18481,Lynn Smith,23,lynn.smith246@yahoo.com,Mathematics,3.65,2030
97900,Sherry Anderson,19,sherry.anderson909@university.edu,Biology,2.44,2026
6573,Gary Marshall,25,gary.marshall829@hotmail.com,Computer Science,2.68,2024
88245,Jerome Reid,22,jerome.reid107@university.edu,Chemistry,3.36,2030
29692,Lori Mitchell,25,lori.mitchell697@university.edu,Physics,2.71,2026
35736,Paul Wolf,21,paul.wolf177@university.edu,Physics,2.87,2028
27218,William Todd,25,william.todd776@hotmail.com,Chemistry,2.76,2029
10828,Tammy Mcdowell,18,tammy.mcdowell67@yahoo.com,Biology,3.48,2027
97133,Ruben Cruz,19,ruben.cruz462@university.edu,Biology,2.98,2027
62805,Juan Moore,25,juan.moore187@university.edu,Physics,3.47,2025
29220,Martha Lee,21,martha.lee995@university.edu,Mathematics,2.72,2026
52961,Mary Lewis,22,mary.lewis109@university.edu,Physics,1.74,2029
10777,Jeffrey Owens,18,jeffrey.owens324@yahoo.com,Physics,3.61,2024
26509,Kevin Huerta,21,kevin.huerta616@yahoo.com,Mathematics,3.89,2024
16738,Grace Swanson,22,grace.swanson146@hotmail.com,Computer Science,2.91,2030
57479,Heather Trujillo,21,heather.trujillo928@hotmail.com,Physics,3.38,2025
36918,Diana Hernandez,19,diana.hernandez697@university.edu,Chemistry,2.76,2028
42252,Karen Goodman,21,karen.goodman482@yahoo.com,Physics,3.87,2029
56280,Charles Baker,18,charles.baker365@yahoo.com,Physics,4.0,2030
12433,Dominique Hamilton,19,dominique.hamilton134@gmail.com,Physics,3.13,2029
67296,Kaitlin Gutierrez,25,kaitlin.gutierrez401@gmail.com,Biology,2.66,2026
6809,Rebecca Miller,23,michaelconner@hotmail.com,Biology,2.76,2024
73108,Ann Boyd,23,ann.boyd182@university.edu,Mathematics,3.33,2026
71286,Nancy Tran,20,nancy.tran105@yahoo.com,Computer Science,3.52,2027
18268,Christina Reese,20,christina.reese370@yahoo.com,Physics,2.78,2027
21045,Benjamin Townsend,22,benjamin.townsend870@gmail.com,Computer Science,1.72,2030
17546,Kyle Armstrong,21,kyle.armstrong312@yahoo.com,Chemistry,4.0,2026
2538,James Mckee,23,andersonmichelle@yahoo.com,Physics,2.24,2025
17901,Alexander Zavala,20,alexander.zavala262@hotmail.com,Physics,2.55,2025
33397,Jesse Wright,18,jesse.wright645@hotmail.com,Biology,3.28,2030
40563,Kelly Mclaughlin,22,kelly.mclaughlin444@hotmail.com,Physics,2.9,2027
50966,Michelle Ellis,18,michelle.ellis577@gmail.com,Mathematics,4.0,2030
52657,Jeffrey Harrell,20,jeffrey.harrell607@university.edu,Physics,3.04,2030
79342,David Aguirre,22,david.aguirre344@university.edu,Chemistry,3.01,2026
24667,Christopher Pena,24,christopher.pena943@gmail.com,Physics,3.74,2027
49449,Louis Brown,23,louis.brown677@yahoo.com,Biology,2.55,2030
26942,Daniel Merritt,21,daniel.merritt947@gmail.com,Computer Science,2.44,2026
30385,Grant Wood,20,grant.wood625@gmail.com,Chemistry,3.69,2029
29687,Sue Warner,24,sue.warner244@hotmail.com,Physics,2.81,2027
62781,Todd Lutz,18,todd.lutz569@university.edu,Biology,3.31,2024
3503,Willie Duncan,20,willie.duncan337@hotmail.com,Chemistry,2.85,2027
9203,Donna Reed,19,dennisconner@sellers.com,Physics,3.12,2027
32030,Brianna Fitzpatrick,19,brianna.fitzpatrick795@university.edu,Mathematics,2.91,2029
91183,Christine Lopez,21,christine.lopez315@yahoo.com,Physics,2.85,2024
11202,Derrick Clayton,22,derrick.clayton386@yahoo.com,Chemistry,2.76,2026
50005,Richard Hunt,25,richard.hunt733@university.edu,Computer Science,2.54,2028
68135,Melissa Mccormick,23,melissa.mccormick131@hotmail.com,Physics,3.18,2030
4315,Mary Ortiz,23,mary.ortiz876@university.edu,Mathematics,3.05,2026
69925,Ryan Marsh,23,ryan.marsh933@university.edu,Computer Science,3.57,2028
81879,Lee Steele,25,lee.steele705@hotmail.com,Biology,3.34,2025
87554,Kelly Miles,22,kelly.miles430@university.edu,Biology,4.0,2029
29094,Ashlee Lopez,22,ashlee.lopez370@university.edu,Physics,3.4,2029
7637,Peter Day,19,smaynard@cole.com,Mathematics,3.99,2029
98263,Krystal Jones,19,krystal.jones619@university.edu,Chemistry,3.55,2030
54528,Ryan Wheeler,19,ryan.wheeler831@university.edu,Mathematics,3.55,2026
89895,Heather Maldonado,24,heather.maldonado724@university.edu,Physics,2.77,2026
70417,Terry Ward,19,terry.ward527@yahoo.com,Mathematics,3.76,2025
94589,Jamie Love,21,jamie.love508@yahoo.com,Chemistry,1.72,2028
67448,Emily Fleming,19,emily.fleming432@university.edu,Mathematics,3.16,2028
46032,Dylan Tucker,19,dylan.tucker505@university.edu,Chemistry,3.36,2028
65032,Michael Berg,21,michael.berg733@gmail.com,Computer Science,3.54,2024
68027,Kimberly Mitchell,24,kimberly.mitchell678@hotmail.com,Chemistry,2.5,2027
30284,Jill Martin,23,jill.martin887@university.edu,Physics,3.25,2027
54780,John Austin,23,john.austin463@university.edu,Biology,3.01,2025
7998,Robert Simmons,24,daniel00@gmail.com,Chemistry,3.21,2030
7599,Linda Gonzalez,21,linda.gonzalez564@university.edu,Computer Science,3.61,2025
91095,Olivia Ayers,18,olivia.ayers368@gmail.com,Chemistry,3.14,2027
76649,Haley May,20,haley.may453@university.edu,Computer Science,2.4,2025
94674,Michael Thompson,21,michael.thompson395@university.edu,Physics,2.99,2024
56255,Sharon Cochran,22,sharon.cochran855@gmail.com,Computer Science,2.98,2029
24488,Robert Hicks,21,robert.hicks13@university.edu,Physics,2.17,2025
84040,Annette Lewis,25,annette.lewis828@yahoo.com,Physics,2.91,2024
20128,Benjamin Price,22,benjamin.price62@gmail.com,Chemistry,3.48,2029
62925,Laura Haney,20,laura.haney778@university.edu,Computer Science,2.62,2024
37421,Connie Lawrence,20,connie.lawrence221@hotmail.com,Physics,2.89,2027
63649,Whitney Jones,22,whitney.jones521@gmail.com,Biology,2.21,2024
76246,Mike Buchanan,20,mike.buchanan958@gmail.com,Chemistry,3.09,2027
66277,Juan Nichols,23,juan.nichols871@yahoo.com,Chemistry,3.38,2024
62261,Marc Moore,20,marc.moore638@gmail.com,Biology,3.27,2028
36003,Adriana Johnson,20,adriana.johnson734@yahoo.com,Chemistry,2.15,2028
6646,James Stevens,19,james.stevens50@hotmail.com,Physics,2.94,2026
32359,Antonio Mccormick,18,antonio.mccormick162@gmail.com,Biology,2.13,2030
53096,Kim Morrow,25,kim.morrow501@hotmail.com,Physics,2.14,2028
32395,Daniel Shaw,18,daniel.shaw465@hotmail.com,Physics,2.35,2026
78735,Kelly Calderon,19,kelly.calderon55@university.edu,Computer Science,2.52,2027
48819,Jamie Arnold,20,jamie.arnold380@hotmail.com,Physics,2.75,2026
80910,Jeremy Chambers,23,jeremy.chambers769@hotmail.com,Physics,3.15,2029
65634,Dawn Mullins,20,dawn.mullins65@yahoo.com,Computer Science,3.69,2027
42750,Courtney Rodriguez,20,courtney.rodriguez403@hotmail.com,Chemistry,2.79,2028
21876,Monica Smith,19,monica.smith559@yahoo.com,Chemistry,1.95,2028
66601,Angela Rodriguez,18,angela.rodriguez16@yahoo.com,Chemistry,3.61,2029
40289,Howard Norman,25,howard.norman802@gmail.com,Computer Science,2.95,2025
7186,James Black,22,sgarza@nunez.net,Physics,2.04,2026
11811,Dylan Young,19,dylan.young536@gmail.com,Computer Science,2.85,2029
18397,Paul Cruz Jr.,22,paul.cruz.jr.55@university.edu,Chemistry,3.34,2025
30852,Sandy Adkins,18,sandy.adkins954@gmail.com,Physics,2.89,2030
98174,Chris Rogers,20,chris.rogers841@yahoo.com,Physics,2.94,2027
71575,Steve Sanchez,21,steve.sanchez373@university.edu,Physics,3.08,2029
48115,Kenneth Graham,22,kenneth.graham269@university.edu,Physics,2.99,2028
65688,Steven Hall,23,steven.hall103@yahoo.com,Physics,2.5,2027
91023,Christopher Parker,25,christopher.parker69@gmail.com,Mathematics,3.05,2024
26485,Aimee Montoya,24,aimee.montoya507@university.edu,Physics,3.33,2029
85341,Richard Stevens,22,richard.stevens217@yahoo.com,Physics,2.72,2026
54665,Daniel Kane,19,daniel.kane129@hotmail.com,Chemistry,2.94,2027
12835,Kristin Graham,23,kristin.graham349@hotmail.com,Biology,3.82,2030
8082,Dr. Jesus Johnson,21,xharris@hotmail.com,Chemistry,2.14,2026
17591,Michele Hawkins,22,michele.hawkins281@university.edu,Physics,3.02,2024
16039,Devin Mayer,18,devin.mayer279@university.edu,Chemistry,2.93,2027
33550,Gina Wallace,21,gina.wallace623@university.edu,Chemistry,1.77,2025
92917,Jordan Henderson,19,jordan.henderson392@gmail.com,Mathematics,3.24,2025
73848,Brenda Hale,25,brenda.hale781@university.edu,Chemistry,2.74,2030
25886,Theresa Luna,20,theresa.luna680@yahoo.com,Physics,3.73,2025
76619,Nicole Williams,24,nicole.williams864@hotmail.com,Mathematics,4.0,2025
94906,Michael Farmer,24,michael.farmer928@university.edu,Computer Science,2.54,2028
7728,Jeffrey Sosa,24,nhardin@thomas.com,Computer Science,2.38,2025
78274,Nancy Larson,19,nancy.larson156@gmail.com,Chemistry,1.72,2026
15371,Margaret Hawkins DDS,20,margaret.hawkins.dds643@yahoo.com,Mathematics,3.89,2027
78550,Robin Santiago,20,robin.santiago642@university.edu,Chemistry,3.43,2024
7463,Angela Jackson,24,angela.jackson269@gmail.com,Computer Science,3.28,2027
16307,Susan May,24,susan.may516@yahoo.com,Physics,3.34,2029
50700,Paul Fisher,19,paul.fisher800@hotmail.com,Biology,3.47,2030
77638,Jason Love,19,jason.love160@gmail.com,Physics,3.07,2027
6862,Kirsten Perez,24,kirsten.perez10@hotmail.com,Computer Science,3.09,2030
10876,Desiree Tyler,20,desiree.tyler975@university.edu,Computer Science,2.99,2028
97566,Robert Johnson,25,robert.johnson513@university.edu,Chemistry,2.45,2026
19465,Kerry Chavez DDS,19,kerry.chavez.dds52@hotmail.com,Biology,3.9,2030
44011,Paul Martin,22,paul.martin511@university.edu,Physics,3.61,2028
58947,Manuel Mccullough,23,manuel.mccullough706@gmail.com,Mathematics,2.64,2024
4463,Steven Golden,19,nvasquez@yahoo.com,Computer Science,3.9,2025
99772,Christopher Mcclure,19,christopher.mcclure740@yahoo.com,Computer Science,3.64,2029
19449,Elizabeth Perkins,21,elizabeth.perkins881@university.edu,Biology,3.67,2030
81214,Christopher Thomas,19,christopher.thomas406@yahoo.com,Mathematics,3.01,2025
60029,Jennifer Schneider,21,jennifer.schneider89@hotmail.com,Mathematics,2.57,2030
36992,Christine Gutierrez,18,christine.gutierrez8@gmail.com,Computer Science,3.16,2027
25607,Joshua Martin,21,joshua.martin654@gmail.com,Physics,2.81,2024
89892,Sierra Cervantes,19,sierra.cervantes583@hotmail.com,Mathematics,3.26,2026
7470,Roger Holmes,25,roger.holmes497@university.edu,Chemistry,3.48,2026
60770,Courtney Hayes,23,courtney.hayes62@university.edu,Chemistry,2.99,2024
35387,Michelle Ho,25,michelle.ho541@hotmail.com,Chemistry,3.06,2028
56680,Mitchell Wilson,19,mitchell.wilson80@gmail.com,Mathematics,3.11,2030
36210,Nathaniel Baldwin,25,nathaniel.baldwin849@gmail.com,Physics,3.05,2028
82043,Kristen Gallegos,22,kristen.gallegos951@hotmail.com,Mathematics,2.85,2025
49436,Toni Whitaker,21,toni.whitaker289@university.edu,Mathematics,2.64,2028
6530,David Sullivan,25,david.sullivan225@gmail.com,Chemistry,2.72,2029
80415,Garrett Lin,19,garrett.lin797@yahoo.com,Biology,2.91,2024
40265,Andrew Phelps,21,andrew.phelps561@hotmail.com,Biology,2.58,2026
5896,Nancy Rice,18,nancy.rice328@yahoo.com,Biology,3.0,2028
9047,Jose Peters,23,zrowe@morales.net,Chemistry,2.14,2025
24306,Jennifer Goodwin,23,jennifer.goodwin728@gmail.com,Mathematics,2.69,2028
73001,Nicole Sanchez,22,nicole.sanchez234@yahoo.com,Chemistry,2.54,2029
66491,Anthony Ayala,20,anthony.ayala938@yahoo.com,Physics,2.63,2030
25535,Chelsea Smith,21,chelsea.smith190@gmail.com,Mathematics,2.53,2028
17014,Michelle Mcdonald,24,michelle.mcdonald746@yahoo.com,Mathematics,3.32,2030
23085,Darryl Christensen,21,darryl.christensen514@gmail.com,Physics,3.46,2030
28063,Justin Stone,20,justin.stone892@yahoo.com,Computer Science,2.78,2030
82405,Alexander Hunt,25,alexander.hunt793@gmail.com,Biology,2.47,2029
94796,Andrea Jones,19,andrea.jones466@university.edu,Mathematics,2.54,2025
9007,Laura Ritter,24,laura.ritter882@university.edu,Physics,3.46,2027
2453,Scott Miranda,22,scott.miranda343@gmail.com,Chemistry,4.0,2029
45846,Joshua Brown,18,joshua.brown600@yahoo.com,Computer Science,2.63,2029
44620,Rebecca Edwards,21,rebecca.edwards955@gmail.com,Chemistry,3.45,2027
59166,Julie Delacruz,18,julie.delacruz819@university.edu,Biology,3.0,2025
99173,Lisa Reed,18,lisa.reed788@hotmail.com,Physics,3.33,2029
76804,Christina Aguilar,19,christina.aguilar791@gmail.com,Physics,3.43,2026
36531,Brandi Brown,22,brandi.brown948@hotmail.com,Biology,2.61,2027
26367,Mrs. Jacqueline Jackson,22,mrs..jacqueline.jackson116@university.edu,Computer Science,2.8,2026
66223,Natalie Smith,25,natalie.smith675@university.edu,Mathematics,2.37,2030
24283,Ashley Blair,18,ashley.blair847@university.edu,Physics,2.98,2025
73476,Adam Drake,21,adam.drake963@gmail.com,Physics,3.87,2024
58852,Tom Perez,19,tom.perez113@hotmail.com,Physics,2.68,2029
23497,Jessica Richardson,25,jessica.richardson884@yahoo.com,Chemistry,3.19,2026
24186,Michael Barker,20,michael.barker556@university.edu,Computer Science,3.19,2030
87208,Crystal Hernandez,25,crystal.hernandez311@hotmail.com,Chemistry,4.0,2029
31619,Kiara Little,19,kiara.little967@yahoo.com,Physics,2.52,2030
40307,Martha Arnold,19,martha.arnold979@yahoo.com,Biology,2.62,2026
84147,Anthony Simmons,20,anthony.simmons961@yahoo.com,Physics,3.79,2025
23342,Joshua Henderson,18,joshua.henderson601@hotmail.com,Biology,2.22,2028
78862,Timothy Hayden,25,timothy.hayden182@university.edu,Chemistry,1.8,2026
70841,Richard Bailey,21,richard.bailey977@university.edu,Computer Science,4.0,2028
34222,Patrick Norris,24,patrick.norris202@gmail.com,Chemistry,3.47,2030
8268,Alexandra Roth,20,kristin46@hotmail.com,Mathematics,2.87,2025
59517,Emily Grant,19,emily.grant88@gmail.com,Biology,2.51,2027
71730,Kristin Andrews,19,kristin.andrews665@university.edu,Mathematics,3.21,2030
91369,Michael Rush,22,michael.rush103@yahoo.com,Physics,2.19,2026
90246,James Hernandez,18,james.hernandez70@university.edu,Physics,2.76,2029
49273,Adam Merritt,19,adam.merritt387@university.edu,Mathematics,2.61,2030
89148,Steven Jensen,22,steven.jensen288@hotmail.com,Physics,3.41,2030
19542,Melissa Carroll,25,melissa.carroll379@hotmail.com,Chemistry,2.78,2024
72423,Robert Hopkins,25,robert.hopkins982@yahoo.com,Computer Science,2.54,2029
26069,Alicia Grant DVM,23,alicia.grant.dvm996@hotmail.com,Physics,2.53,2026
99964,Belinda Evans,25,belinda.evans559@university.edu,Computer Science,3.09,2029
94677,John Young,23,john.young811@yahoo.com,Physics,3.24,2026
40366,Jason Alvarez,22,jason.alvarez110@yahoo.com,Chemistry,3.54,2030
84518,Teresa Young,24,teresa.young864@hotmail.com,Chemistry,2.95,2030
69592,Ruben Woodard,24,ruben.woodard606@yahoo.com,Physics,2.1,2029
43553,Eric Barker,23,eric.barker423@university.edu,Mathematics,2.97,2026
94101,Brandon Acosta,18,brandon.acosta961@gmail.com,Physics,4.0,2027
89029,Christopher Campbell,25,christopher.campbell689@gmail.com,Computer Science,3.11,2030
73080,Maurice Johnson,21,maurice.johnson518@hotmail.com,Chemistry,3.88,2027
87655,Stanley Kelly,18,stanley.kelly972@gmail.com,Physics,3.45,2028
31999,Marie Reynolds,25,marie.reynolds210@hotmail.com,Mathematics,3.78,2027
30188,Jake Campbell,18,jake.campbell775@gmail.com,Biology,3.72,2027
96402,Laura Velez,23,laura.velez92@university.edu,Computer Science,3.74,2027
31557,Michael Bennett,25,michael.bennett996@hotmail.com,Computer Science,2.98,2024
69084,Scott Anderson,22,scott.anderson675@university.edu,Physics,3.59,2027
57040,Steve Rivera,24,steve.rivera795@gmail.com,Chemistry,2.69,2030
66156,Rebecca Dougherty,25,rebecca.dougherty546@yahoo.com,Computer Science,3.49,2028
71694,Steven Haas,21,steven.haas898@gmail.com,Mathematics,3.73,2025
93357,Kristin Mendoza,21,kristin.mendoza281@hotmail.com,Mathematics,3.67,2028
78518,Erin Ramirez,21,erin.ramirez255@hotmail.com,Physics,2.89,2026
6693,Brandi Haney,24,brandi.haney235@university.edu,Mathematics,2.36,2027
53509,Tina Taylor,18,tina.taylor648@gmail.com,Computer Science,4.0,2030
77720,Joshua Perry,24,joshua.perry651@university.edu,Biology,4.0,2027
73085,Melissa Mcfarland,24,melissa.mcfarland517@hotmail.com,Chemistry,3.14,2028
80179,Kelly Pena,21,kelly.pena738@hotmail.com,Mathematics,2.79,2029
10516,Colleen Cox,19,colleen.cox698@university.edu,Mathematics,2.86,2025
76304,Daniel Davenport,20,daniel.davenport452@hotmail.com,Computer Science,3.36,2025
85191,Kelly King,21,kelly.king182@university.edu,Computer Science,2.97,2030
4030,Jessica Johnson,25,jessica.johnson826@yahoo.com,Computer Science,3.33,2027
34629,Andre Pace,20,andre.pace620@university.edu,Physics,2.71,2027
86991,John Williams,22,john.williams827@yahoo.com,Computer Science,3.2,2028
93875,Arthur Mcneil,22,arthur.mcneil199@gmail.com,Physics,3.18,2027
74126,Brent Rodriguez,25,brent.rodriguez159@university.edu,Chemistry,1.99,2027
31217,Mary Marshall,19,mary.marshall739@yahoo.com,Computer Science,2.4,2029
32230,Rebecca Ellis,19,rebecca.ellis155@gmail.com,Biology,3.33,2029
20518,Ashley Sanders,19,ashley.sanders362@gmail.com,Chemistry,3.26,2030
56269,Kevin Guerra,18,kevin.guerra654@gmail.com,Biology,4.0,2026
34353,Stephen Thompson,22,stephen.thompson669@hotmail.com,Computer Science,3.11,2027
83058,John Lee,21,john.lee89@hotmail.com,Mathematics,3.21,2025
31305,David Kelly,18,david.kelly562@hotmail.com,Physics,3.39,2028
9652,Megan Anderson,22,megan.anderson666@hotmail.com,Physics,4.0,2025
8785,Jeremy Ross,19,jeremy.ross817@gmail.com,Physics,2.68,2024
21344,Ashley Banks,18,ashley.banks82@gmail.com,Chemistry,3.93,2024
95904,Jeffrey Maldonado DDS,21,jeffrey.maldonado.dds376@hotmail.com,Mathematics,3.22,2027
85078,Kenneth Huff,20,kenneth.huff925@gmail.com,Biology,3.38,2029
81981,Donna Landry,18,donna.landry691@gmail.com,Computer Science,2.83,2029
46723,Samuel Stuart,23,samuel.stuart401@university.edu,Biology,3.69,2026
31161,Tanya Kim,23,tanya.kim74@university.edu,Mathematics,4.0,2024
92700,Susan Porter,19,susan.porter325@university.edu,Computer Science,1.96,2025
25401,Jill Barajas,19,jill.barajas926@hotmail.com,Mathematics,2.1,2026
71284,Crystal Rogers,18,crystal.rogers938@hotmail.com,Computer Science,2.98,2026
4854,Kimberly Vang,23,carolyn34@yahoo.com,Computer Science,3.35,2030
43788,Tina Dougherty,20,tina.dougherty942@university.edu,Chemistry,3.29,2026
1287,Dana Bennett,23,dana.bennett364@hotmail.com,Chemistry,2.6,2026
73845,Shane Henderson,25,shane.henderson159@yahoo.com,Computer Science,3.65,2024
78428,Michael Kane,23,michael.kane315@university.edu,Chemistry,3.66,2024
16194,Paul Castaneda,24,paul.castaneda886@gmail.com,Chemistry,2.45,2028
44946,Matthew Roberts,22,matthew.roberts567@hotmail.com,Chemistry,2.34,2026
21325,Adam Brooks,25,adam.brooks540@gmail.com,Computer Science,2.65,2027
57034,Casey Morris,24,casey.morris895@gmail.com,Chemistry,3.69,2025
27630,Shawn Doyle,18,shawn.doyle342@yahoo.com,Chemistry,3.76,2028
97540,Mark Madden,22,mark.madden544@university.edu,Biology,1.95,2028
85105,Becky Hansen,25,becky.hansen408@gmail.com,Biology,3.42,2029
33908,Sabrina Galvan,19,sabrina.galvan239@gmail.com,Chemistry,2.98,2028
46817,Dr. Isabel Smith PhD,19,dr..isabel.smith.phd250@university.edu,Physics,3.83,2024
64060,Benjamin Martinez,20,benjamin.martinez185@yahoo.com,Chemistry,2.41,2026
20420,James Montoya,18,james.montoya906@yahoo.com,Physics,2.4,2028
22012,Stephanie Byrd,22,stephanie.byrd461@yahoo.com,Mathematics,2.9,2024
65437,Renee Melendez,19,renee.melendez996@yahoo.com,Physics,3.01,2029
30879,William Mason,22,william.mason197@gmail.com,Biology,3.01,2029
16501,Gregory Wiggins,18,gregory.wiggins168@university.edu,Physics,3.25,2027
70672,Melanie Preston,21,melanie.preston493@gmail.com,Physics,3.24,2027
97951,Virginia Cunningham,19,virginia.cunningham944@gmail.com,Computer Science,2.24,2024
2572,Alicia James,20,alicia.james560@university.edu,Computer Science,3.54,2029
85252,Carlos Ryan,20,carlos.ryan851@university.edu,Biology,3.78,2027
52076,Jane Reese,25,jane.reese17@hotmail.com,Mathematics,3.89,2026
60461,Erika Brown,20,erika.brown855@yahoo.com,Mathematics,2.53,2030
83178,Alexandra Ho,24,alexandra.ho251@gmail.com,Physics,3.07,2027
50856,Patrick Mccall,23,patrick.mccall404@gmail.com,Chemistry,3.01,2027
40789,Bryan Moore,18,bryan.moore1@yahoo.com,Computer Science,3.96,2027
4365,Katelyn Kim,19,katelyn.kim890@hotmail.com,Biology,2.89,2030
5952,Eileen Valdez,23,eileen.valdez818@gmail.com,Biology,3.44,2029
10336,Bethany Garcia,24,bethany.garcia907@gmail.com,Biology,3.93,2024
96804,Tony Swanson,19,tony.swanson663@university.edu,Computer Science,3.79,2024
57606,Laura Roberts,19,laura.roberts763@hotmail.com,Mathematics,2.64,2028
98261,Michael Hanson,23,michael.hanson963@yahoo.com,Computer Science,3.96,2028
15113,Jennifer Crawford,25,jennifer.crawford130@yahoo.com,Mathematics,2.47,2026
75311,Chad Dominguez,19,chad.dominguez878@yahoo.com,Mathematics,3.66,2024
49690,Eugene Martinez,24,eugene.martinez200@hotmail.com,Physics,2.77,2024
17827,Lindsey Gray,18,lindsey.gray958@university.edu,Physics,2.96,2025
22519,Jennifer Allen,22,jennifer.allen426@gmail.com,Chemistry,2.72,2026
28165,Danielle Wang,25,danielle.wang163@gmail.com,Mathematics,2.85,2030
37146,Jessica Flowers,19,jessica.flowers848@yahoo.com,Physics,4.0,2029
81167,Jenny Gray,19,jenny.gray614@yahoo.com,Chemistry,3.4,2026
17389,Kelly Haynes,21,kelly.haynes678@hotmail.com,Biology,3.04,2029
37428,David Walker,21,david.walker24@gmail.com,Chemistry,3.17,2027
36822,Andrew Meyers,22,andrew.meyers860@university.edu,Biology,3.75,2030
78328,Crystal Collins,18,crystal.collins856@gmail.com,Chemistry,3.12,2025
64812,Craig Daniels,18,craig.daniels514@gmail.com,Computer Science,2.44,2028
7871,Ryan Thomas,20,whitakerjoseph@yahoo.com,Chemistry,2.59,2027
4199,Angel Knight,22,angel.knight987@yahoo.com,Physics,2.99,2027
19664,Kelly Hayes,22,kelly.hayes451@yahoo.com,Chemistry,2.23,2030
85085,Gwendolyn Klein,24,gwendolyn.klein384@university.edu,Computer Science,2.59,2027
77550,Mrs. Diane Reyes,24,mrs..diane.reyes303@yahoo.com,Physics,2.98,2025
92895,Wyatt Townsend II,24,wyatt.townsend.ii100@yahoo.com,Computer Science,2.07,2030
7640,Wayne Brown,18,wayne.brown944@hotmail.com,Chemistry,1.84,2025
74815,Amy Miller,25,amy.miller789@yahoo.com,Mathematics,3.42,2030
31424,Seth Barker,24,seth.barker132@university.edu,Mathematics,3.17,2026
35339,Julie Rodriguez MD,23,julie.rodriguez.md54@gmail.com,Chemistry,2.68,2024
75235,Ashley Jones,18,ashley.jones762@university.edu,Biology,2.62,2029
29859,Kelsey Griffith,22,kelsey.griffith629@gmail.com,Physics,2.52,2025
88026,Elizabeth Kelley,23,elizabeth.kelley485@hotmail.com,Computer Science,2.11,2029
21252,Mark Dalton,21,mark.dalton58@hotmail.com,Chemistry,2.88,2024
76069,Brian Hudson,22,brian.hudson571@hotmail.com,Chemistry,3.2,2025
23431,Ashley King,23,ashley.king606@university.edu,Physics,3.47,2024
32544,Mary Escobar,21,mary.escobar69@gmail.com,Chemistry,2.88,2027
20405,Brian Brown,19,brian.brown358@gmail.com,Physics,3.14,2026
83773,Ryan Palmer,20,ryan.palmer347@hotmail.com,Chemistry,1.79,2027
73723,Joshua Hernandez,20,joshua.hernandez397@yahoo.com,Physics,4.0,2029
23148,Sarah Miller,20,sarah.miller656@university.edu,Physics,3.58,2028
95036,Greg Osborne,24,greg.osborne670@university.edu,Mathematics,2.77,2025
7159,Matthew Bartlett,23,matthew.bartlett324@yahoo.com,Chemistry,3.08,2027
23624,Keith Gonzalez,20,keith.gonzalez891@hotmail.com,Physics,2.46,2024
85694,Gary Wells,18,gary.wells803@yahoo.com,Chemistry,2.78,2024
96265,Connie Brown,23,connie.brown630@university.edu,Computer Science,3.22,2030
71911,Nicole Rodriguez,24,nicole.rodriguez523@hotmail.com,Physics,3.03,2025
5676,William Holt,22,warrensmith@yahoo.com,Chemistry,2.15,2030
19579,Deborah Fisher,23,deborah.fisher852@university.edu,Chemistry,3.23,2029
70339,Shannon Yu,18,shannon.yu752@gmail.com,Mathematics,3.3,2024
90126,Johnny Khan,25,johnny.khan10@gmail.com,Chemistry,1.57,2030
63347,Richard Gordon,23,richard.gordon184@gmail.com,Biology,2.86,2027
59632,Miguel Green,23,miguel.green47@gmail.com,Biology,3.88,2026
6951,Dwayne Joseph,20,dwayne.joseph361@university.edu,Physics,3.01,2025
35669,Alex Cameron,19,alex.cameron338@gmail.com,Computer Science,2.48,2029
41306,Tina Ballard,19,tina.ballard211@yahoo.com,Computer Science,4.0,2024
62442,Jeffrey Vaughn,20,jeffrey.vaughn65@university.edu,Chemistry,3.23,2025
66612,Willie Garza,23,willie.garza331@university.edu,Mathematics,2.91,2029
11322,Anthony Rodriguez,19,anthony.rodriguez750@university.edu,Mathematics,2.86,2030
38498,Lori Simmons,23,lori.simmons899@university.edu,Computer Science,3.01,2029
68896,Heidi Burnett,25,heidi.burnett860@gmail.com,Physics,1.59,2026
27416,James Torres,25,james.torres760@university.edu,Mathematics,2.76,2028
5877,Dr. William Warren,22,dr..william.warren505@gmail.com,Physics,3.33,2028
